website,date of discovery or report,city,STATE,source,reported phenomenon other than swastika,reported phenomenon other than swastika 2,reported phenomenon other than swastika 3,accompanying text,accompanying visual signs,Nazi Reference,media,locations,site of documented incident,structure,url_to_jpg,target,target,Trump Supporter,culprit, ,notes,Actor 1,Move 1,"Actor 1
Move 1",Actor 2,Move 2,"Actor 2
Move 2",Actor 3,Move 3,"Actor 3
Move 3",Actor 4,Move 4,"Actor 4
Move 4",Number of Moves,Classification of Incident,reported phenomenon broad classification,combined moves,combined actors,combined targets,Trump Mention,Police Involvement,Police Move,Religious Leader Involvement,Letters/Statements Issued,Clean Up/Cover Up,Clean Up/Cover Up Actor,suspension/denial of access to space,Other Move,Other Actor,Policy/Committee/System Created,Gathering/Protest/Vigil/Demonstration Held,Victim Support,Support Metagenre,Silence Metagenre
https://www.wgrz.com/article/news/local/neighbor-dispute-in-silver-creek/71-577022310,2/1/2017,Silver Creek,NY,Local News,Nazi-symbol,,,,,no,ink,neighborhood,private property,fence,,,,FALSE,,"Family is suing neighbor for hanging racist signs and harrassing them. They say: Schilling placed the Nazi symbol on his property ""with the specific intent of striking hate and fear of violence to those who view it,"" the lawsuit alleges.  ""Ms. Kaicher actually is shocked, disturbed and distressed on a daily basis by the affront to civility of the display of the Swastika on the Schilling property,"" alleges the lawsuit.

Rochester attorney Jeffrey Wicks, who represents Kaicher and spoke on her behalf, said the ugly power of the swastika can't be ignored, especially after the 2017 march by neo-Nazis and white supremacists in Charlottesville, Virginia, that led to a homicide and after the mass shooting of 11 attendees at a Jewish synagogue in Pittsburgh in October.                                                          another neighbor started GoFundMe page to help them build a fence to block the view. When asked about the flags, the neighbor said: “They’re history flags…and if someone is afraid to remember history, that’s their problem. History should not be forgotten and as far as that offending him, why should it?” Also says: Schilling contends that his flags, regardless of their history, are ""protected under the First Amendment."" Wicks differed, noting that the constitutional protection is a limitation on what the government can do to impede speech.   See this article for more: https://www.democratandchronicle.com/story/news/2019/03/02/chautauqua-county-ny-swastikas-lawsuit-neighbors/3039355002/",,police/sheriff,other,"police/sheriff
other",community members,clean up/cover up,"community members
clean up/cover up",,,"
",,,"
",2,Symbol,Nazi-symbol,"other, clean up/cover up","police/sheriff, community members",,FALSE,TRUE,other,FALSE,FALSE,TRUE,community members,FALSE,TRUE,police/sheriff,FALSE,FALSE,FALSE,FALSE,TRUE
https://foxbaltimore.com/news/local/police-teen-charged-with-several-graffiti-incidents-involving-swastikas,2/1/2017,Towson,MD,Local News,graffiti,,,,,no,paint,county building,government property,exterior urban wall,,,,FALSE,male,"Detectives from the Towson Precinct's Investigative Services Team obtained surveillance video from one of the incidents. With that, along with the cooperation of community groups and neighbors, they were able to develop information that led them to identify the juvenile as one suspect involved in all of these cases.",,police/sheriff,suspension/denial of access to space,"police/sheriff
suspension/denial of access to space",,,"
",,,"
",,,"
",1,Graffiti,graffiti,suspension/denial of access to space,suspension/denial of access to space,,FALSE,TRUE,suspension/denial of access to space,FALSE,FALSE,FALSE,None,TRUE,FALSE,None,FALSE,FALSE,FALSE,FALSE,TRUE
https://www.dailytargum.com/article/2017/02/rupd-investigates-report-of-vandalism-in-clothier-hall,2/2/2017,New Brunswick,NJ,Student Newspaper,bias-incident,,,,,no,ink,student housing,college,lounge chalkboard,,,,FALSE,,"""Curtis Chan, the residence life coordinator for Clothier Hall, issued an email to students on Feb. 3, asking them to stand together against hate and bias. He encouraged students to contact Residence Life staff immediately if they witness any similar behavior....Chan attached contact information for Counseling, Alcohol and Other Drug Assistance Program and Psychiatric Services (CAPS), as well as The Center for Social Justice Education and LGBT Communities (SJE) and encouraged students to reach out for support.""","Rutgers Student Affairs defines a “bias-incident” as an act — written, verbal or physical — that threatens or harms a person or group on account of their identity. Their investigative team responds to reports by collecting information and reporting to a committee of representatives, collected from 10 facets of the University including the dean of students and the police department.",school administration,letters/statements,"school administration
letters/statements",school administration,victim support,"school administration
victim support",,,"
",,,"
",2,Incident,other,"letters/statements, victim support","school administration, school administration",,FALSE,FALSE,no involvement,FALSE,TRUE,FALSE,None,FALSE,FALSE,None,FALSE,FALSE,TRUE,TRUE,FALSE
https://www.proquest.com/docview/1865901335/AE93FAF8EFD14F99PQ/1?accountid=14667,2/2/2017,Newton,MA,National News,none,,,,,no,dirt,high school,K-12,sporting field,,,,FALSE,,"""Both the incidents in our school, as well as national events, have created fear, anger, and tension among our students, Principal Turner wrote. ""Because the swastika is such a profound symbol-of-hate and intolerance, I have reached out to the Newton Police and Anti-Defamation League to help us address these incidents, identify areas in which we can provide more instruction, and determine how we can best move forward as a school."" Faculty and student groups will also work with school officials to address these issues, while officials look at revisions to the school's anti-bullying curriculum help combat bias, he wrote. The Newton North School Council will also conduct family and community outreach. ""By focusing on developing empathy and respect for others, we help our students to counter and reject any hate or intolerance they may experience in our school or beyond,"" Turner wrote. Newton Superintendent David Fleishman said the district has a policy of notifying local police about any bias-incidents in schools. ""It's really important that students feel safe in school,"" said Fleishman.""",This article refers to an incident on campus but also one that was in social media.,school administration,letters/statements,"school administration
letters/statements",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",police/sheriff,other,"police/sheriff
other",ADL,policy/committee/system creation,"ADL
policy/committee/system creation",4,Other,none,"letters/statements, policy/committee/system creation, other, policy/committee/system creation","school administration, school administration, police/sheriff, ADL",,FALSE,TRUE,other,FALSE,TRUE,FALSE,None,FALSE,TRUE,police/sheriff,TRUE,FALSE,FALSE,TRUE,TRUE
http://www.azcentral.com/story/news/local/scottsdale-breaking/2017/02/03/scottsdale-swastikas-painted-outside-cherokee-elementary-school-paradise-valley/97456862/,2/2/2017,Paradise Valley,AZ,Local News,vandalism,,,,,no,paint,elementary school,K-12,sign,https://www.gannett-cdn.com/-mm-/a1676faec71ffb61bd22ee73bed644a0911a62bb/c=80-19-640-440&r=x404&c=534x401/local/-/media/2017/02/03/Phoenix/Phoenix/636217332279221104-sign1.jpg and http://themadwriter.us/wp-content/uploads/2017/02/Swastikas-at-an-elementary-school-and-in-the-surrounding-neighborhood.png,,,FALSE,,"“We are working with law enforcement providing the resources that we might be able to bring to the local community and the school,"" said Carlos Galindo-Elvira, director of the ADL of Arizona. ""In many ways (we're) acting as their advocate to ensure that the PD does their part in investigating with the school and concerned citizens,"" said Galindo-Elvira. ""When situations happen with this hateful act of vandalism, it impacts the entire Jewish community. It causes fear and conjures a very painful part of Jewish world history.” Incidents like these have been on the rise recently, according to Galindo-Elvira. “We have received several incidents/reports about similar situations where swastikas are painted on the doors of students in college or people receiving faxes with swastikas,"" he said.",spree: electrical box and traffic sign,police/sheriff,other,"police/sheriff
other",ADL,letters/statements,"ADL
letters/statements",,,"
",,,"
",2,Vandalism,vandalism,"other, letters/statements","police/sheriff, ADL",,FALSE,TRUE,other,FALSE,TRUE,FALSE,None,FALSE,TRUE,police/sheriff,FALSE,FALSE,FALSE,FALSE,TRUE
https://www.ricethresher.org/article/2017/02/willys-statue-vandalized-with-swastika,2/3/2017,Houston,TX,Student Newspaper,vandalism,,,"TRUMP, @TX2againsttrump",,no,chalk,common space,college,monument,https://s3.amazonaws.com/media.rce/1914_willy_grafitti_this_is_photo_from_fbf.jpg,,,FALSE,activist group,condemnation by college president and president of Rice Jewish Club who said it should be treated as hate-crime,Also reported here: https://www.timesofisrael.com/swastika-drawn-on-base-of-founders-statue-at-rice-university/ Also reported here: https://www.chron.com/news/houston-texas/houston/article/Vandals-strike-Rice-University-third-time-in-a-10909625.php#item-85307-tbla-2 but this article says chalk,school administration,letters/statements,"school administration
letters/statements",student group,letters/statements,"student group
letters/statements",,,"
",,,"
",2,Vandalism,vandalism,"letters/statements, letters/statements","school administration, student group",,TRUE,FALSE,no involvement,FALSE,TRUE,FALSE,None,FALSE,FALSE,None,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.nprillinois.org/post/illinois-issues-officials-wage-war-against-hate#stream/0,2/3/2017,Chicago,IL,National News,vandalism,hate-crime,,,,no,vinyl,synagogue,religious institution,interior door,http://themadwriter.us/wp-content/uploads/2017/02/Chicago-synagogue-vandalized.png,Jewish Community,,FALSE,white male,"Rauner in March announced a multi-pronged response that included increased police training, and Madigan conducted a hate-crime summit in February at which representatives of several religious and ethnic groups reported having experienced that spike in hate-incidents. The attorney genreral, Lisa Madigan, told Illinois Issues, â€œThere are more people that unfortunately feel more comfortable in committing hate-crimes and hate speech. And so again, we have to make sure, as law enforcement, as society â€” we are responsive to the fact that hate-crimes are something that is not just an attack on an individual, but it is an attack that is motivated with the goal of attacking a religion, somebodyâ€™s race, somebodyâ€™s way of life. And it is intended to have a broader impact as opposed to just harming an individual; it needs to harm a community. And this is why hate-crimes laws were passed in the first place. But unfortunately, weâ€™re seeing the circumstances in the United States right now, where we need to be more proactive and engaged and responsive as law enforcement to make sure that this doesnâ€™t continue.â€",Also reported here: https://www.nbcchicago.com/news/local/chicago-loop-synagogue-vandalized-swastikas/28098/,police/sheriff,policy/committee/system creation,"police/sheriff
policy/committee/system creation",police/sheriff,letters/statements,"police/sheriff
letters/statements",,,"
",,,"
",2,Vandalism,vandalism,"policy/committee/system creation, letters/statements","police/sheriff, police/sheriff",Jewish Community,FALSE,TRUE,policy/committee/system creation,FALSE,TRUE,FALSE,None,FALSE,FALSE,None,TRUE,FALSE,FALSE,TRUE,TRUE
http://www.app.com/story/news/crime/jersey-mayhem/2017/02/03/swastikas-anti-trump-graffiti-atlantic-highlands/97436930/,2/3/2017,Atlantic Highlands,NJ,National News,graffiti,,,"Trump, Muslims-Matter, Fascism",,yes,paint,rail trail,public facility,fence,,,,TRUE,,"Police captain said, ""Everything has been covered up. It was ugly, and it's got to stop.""","spree: fences, street signs, and ""all over"" according to the Atlantic Highlands Police Department Capt. David Rossbachhashtag belongs to group who identify as ""a group of Rep. Poe's constituents that are dedicated to bringing the Representative to fight the immoral and unconstitutional actions of President Trump""",police/sheriff,clean up/cover up,"police/sheriff
clean up/cover up",,,"
",,,"
",,,"
",1,Graffiti,graffiti,clean up/cover up,clean up/cover up,,TRUE,TRUE,clean up/cover up,FALSE,FALSE,TRUE,police/sheriff,FALSE,FALSE,None,FALSE,FALSE,FALSE,FALSE,TRUE
https://news3lv.com/news/local/swastika-carved-into-wall-of-local-synagogue-during-services,2/4/2017,Las Vegas,NV,Local News,vandalism,,,,,no,stone,synagogue,religious institution,exterior urban wall,,Jewish Community,,FALSE,,"group of boys who attended the synagogue startled the man. $1,000 reward",,religious leaders,letters/statements,"religious leaders
letters/statements",,,"
",,,"
",,,"
",1,Vandalism,vandalism,letters/statements,letters/statements,Jewish Community,FALSE,FALSE,no involvement,FALSE,TRUE,FALSE,None,FALSE,FALSE,None,FALSE,FALSE,FALSE,FALSE,FALSE
http://people.com/human-interest/new-yorkers-erase-swastikas-subway/,2/4/2017,New York,NY,National News,graffiti,,,Jews-Belong-in-the-Oven,,yes,ink,subway,public transportation,window,https://pbs.twimg.com/media/C34Rmt3WEAAyt3P.jpg,Jewish Community,,FALSE,,"immediate clean up by subway riders; riders posted pics to social media https://www.facebook.com/gregoryalocke/posts/1279925448727304; things said--"" â€œâ€˜I guess this is Trumpâ€™s America,â€™ said one passenger,â€ Locke recalled. â€œNo sir, itâ€™s not. Not tonight and not ever. Not as long as stubborn New Yorkers have anything to say about it.â€ Also, ""We will not late hate win.""","Spree: mutiple swastikas were found in the subway car ""on every advertisement and every window.""",community members,clean up/cover up,"community members
clean up/cover up",,,"
",,,"
",,,"
",1,Graffiti,graffiti,clean up/cover up,clean up/cover up,Jewish Community,FALSE,FALSE,no involvement,FALSE,FALSE,TRUE,community members,FALSE,FALSE,None,FALSE,FALSE,FALSE,FALSE,TRUE
https://chicagoist.com/2017/02/06/swastika_logan_square.php,2/4/2017,Chicago,IL,Online Magazine,hateful-graffiti,,,,,no,paint,tunnel,public space,pillar,http://chicagoist.com/attachments/chi_sgossett/640swastikalogan.jpg,,,FALSE,,"Brennan McDowell, 30 found it at 5pm and returned at 10:30pm to paint over it. . ""I made it a window frame so it would be unclear what it had been before.""",,neighbors,clean up/cover up,"neighbors
clean up/cover up",,,"
",,,"
",,,"
",1,Graffiti,graffiti,clean up/cover up,clean up/cover up,,FALSE,FALSE,no involvement,FALSE,FALSE,TRUE,neighbors,FALSE,FALSE,None,FALSE,FALSE,FALSE,FALSE,TRUE
http://koin.com/2017/02/06/2-reports-of-swastika-graffiti-in-eugene-over-weekend/,2/4/2017,Eugene,OR,Local News,graffiti,hate-crime,,We're-Watching-You,,yes,paint,urban building,local business,exterior urban wall,https://lintvkoin.files.wordpress.com/2017/02/swastika-eugene.jpg?w=550&h=634,,,FALSE,,,Spree: two businesses with more than one swastika also reported here: https://kval.com/news/local/several-swastika-signs-found-graffitied-around-whiteaker-neighborhood,,,"
",,,"
",,,"
",,,"
",0,Graffiti,graffiti,,,,FALSE,FALSE,no involvement,FALSE,FALSE,FALSE,None,FALSE,FALSE,None,FALSE,FALSE,FALSE,FALSE,FALSE
https://wjla.com/news/local/swastika-gay-slur-note-found-outside-building-on-univ-mary-washington-campus,2/4/2017,Fredericksburg,VA,Local News,none,,,Attention-F******!!-We-could-Live-Next-Door,Celtic cross,no,ink,college campus,college,exterior urban wall,,LGBTQ Community,,FALSE,,"UMW Police launched an investigation involving the Federal Bureau of Investigation (FBI), and also notified Fredericksburg Police of the incident.",,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Other,none,other,other,LGBTQ Community,FALSE,TRUE,other,FALSE,FALSE,FALSE,None,FALSE,TRUE,police/sheriff,FALSE,FALSE,FALSE,FALSE,TRUE
https://sanfrancisco.cbslocal.com/2017/02/04/swastika-carved-into-danville-hillside/,2/4/2017,Danville,CA,Local News,vandalism,,,,,no,dirt,community center,local business,hillside,,,,FALSE,,police involvement,,police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Vandalism,vandalism,other,other,,FALSE,TRUE,other,FALSE,FALSE,FALSE,None,FALSE,TRUE,police/sheriff,FALSE,FALSE,FALSE,FALSE,TRUE
https://www.vcstar.com/story/news/local/communities/conejo-valley/2017/02/07/conejo-valley-park-defaced-swastikas/97598516/,2/5/2017,Newbury Park,CA,National News,graffiti,vandalism,,,,no,paint,public park,park,sporting field,,,,FALSE,,"All three were removed later Sunday, said Jim Friedl, general manager of the district, which operates the park. A district crew painted over the two on the wood and used a high-pressure device to blast away the one on the concrete.",Spree: two swastikas on the wooden side of a baseball field and one painted on the adjacent concrete ground,parks department,clean up/cover up,"parks department
clean up/cover up",,,"
",,,"
",,,"
",1,Graffiti,vandalism,clean up/cover up,clean up/cover up,,FALSE,FALSE,no involvement,FALSE,FALSE,TRUE,parks department,FALSE,FALSE,None,FALSE,FALSE,FALSE,FALSE,TRUE
https://fox17.com/news/local/swastika-found-in-blackman-high-school-bathroom-stall,2/7/2017,Nashville,TN,Local News,vandalism,,,,,no,nail polish and toilet paper,high school,K-12,bathroom,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.dnj.com%2Fstory%2Fnews%2F2017%2F02%2F08%2Fblackman-high-expels-2-girls-swastika%2F97657830%2F&psig=AOvVaw0ldFo0zi2WsTu7vr8IH6Gf&ust=1591484363567000&source=images&cd=vfe&ved=0CAIQjRxqFwoTCMjE1LTj6-kCFQAAAAAdAAAAABAD,,,FALSE,,"Since the students are minors, their identifies are not being released. The school said it is pursuing criminal charges and the students are being ""disciplined to the fullest extent of school board and law enforcement policy."" ""Blackman High School does not and will not accept this type of hate activity. All students are asked to alert school officials immediately if they are subject to any hate and, therefore, criminal activity,"" the school said in a statement to parents.",,school administration,suspension/denial of access to space,"school administration
suspension/denial of access to space",school administration,letters/statements,"school administration
letters/statements",,,"
",,,"
",2,Vandalism,vandalism,"suspension/denial of access to space, letters/statements","school administration, school administration",,FALSE,FALSE,no involvement,FALSE,TRUE,FALSE,None,TRUE,FALSE,None,FALSE,FALSE,FALSE,FALSE,TRUE
http://www.courant.com/news/connecticut/hc-new-haven-trump-graffiti-20170207-story.html,2/7/2017,New Haven,CT,Local News,graffiti,,,"KKK, 666, Police, War, USA",,no,paint,immigration office,government property,exterior urban wall,,Non-White Community,,FALSE,,"bias crime unit will investigate ""because of the depictions""","this building has experienced multiple ""racist-graffiti"" attacks ""The graffiti drawn on the pink walls of La Casa del Immigrante offices shows Trump wearing a tie with a swastika on it as well as drawings of the Star of David, the KKK and a star with the numbers 666 surrounding it.""",police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Graffiti,graffiti,other,other,Non-White Community,FALSE,TRUE,other,FALSE,FALSE,FALSE,None,FALSE,TRUE,police/sheriff,FALSE,FALSE,FALSE,FALSE,TRUE
https://www.twincities.com/2017/02/16/umn-student-arrested-for-swastika-vandalism-in-residence-hall/,2/7/2017,Minneapolis,MN,Local News,none,,,,"Trump, Star of David",no,unidentified,student housing,college,furniture,,,,FALSE,male,University issued statement condemning the act; police involvement,"Also reported here as a bias crime: https://www.startribune.com/u-student-arrested-for-swastika-graffiti/414013523/ ""one of seven cases of antisemitic-graffiti or propaganda reported to the university’s Bias Response and Referral Network since the beginning of December""",police/sheriff,suspension/denial of access to space,"police/sheriff
suspension/denial of access to space",school administration,letters/statements,"school administration
letters/statements",,,"
",,,"
",2,Other,none,"suspension/denial of access to space, letters/statements","police/sheriff, school administration",,FALSE,TRUE,suspension/denial of access to space,FALSE,TRUE,FALSE,None,TRUE,FALSE,None,FALSE,FALSE,FALSE,FALSE,TRUE
https://www.twincities.com/2017/02/16/umn-student-arrested-for-swastika-vandalism-in-residence-hall/,2/8/2017,Minneapolis,MN,Local News,vandalism,,,Nazis-Rule,"hand formed into sign language ""I love you"", salt shakers",yes,ink,student housing,college,white board,,Jewish Community,,FALSE,,The Bias Response and Referral Network also encouraged students who experience or witness acts of bias or hate to report them via the network’s website.,Also reported here: http://minnesota.cbslocal.com/2017/02/09/jewish-university-minnesota-student-swastika/,school administration,victim support,"school administration
victim support",,,"
",,,"
",,,"
",1,Vandalism,vandalism,victim support,victim support,Jewish Community,FALSE,FALSE,no involvement,FALSE,FALSE,FALSE,None,FALSE,FALSE,None,FALSE,FALSE,TRUE,TRUE,FALSE
http://www.steamboattoday.com/news/swastikas-at-steamboat-springs-high-school-prompt-concern/,2/8/2017,Steamboat Springs,CO,Local News,vandalism,possible-hate-crime,,,,no,snow,high school,K-12,automobile,,Jewish Community,,FALSE,,"""To promote tolerance, high school social studies and language arts teachers have been trained in “Facing History and Ourselves,” a curriculum supplement that interjects discussions on bigotry and antiSemitism into curriculum...Principal Taulman said he’s met with student leaders, including those with the high school’s Gay-Straight Alliance, who are working on establishing a week of events, possibly in late March, to promote inclusiveness among students.""","Three incidents targeting Jewish students: snow on car, drawn on locker, carved into car. These are bundled.",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",school administration,letters/statements,"school administration
letters/statements",,,"
",,,"
",2,Vandalism,vandalism,"policy/committee/system creation, letters/statements","school administration, school administration",Jewish Community,FALSE,FALSE,no involvement,FALSE,TRUE,FALSE,None,FALSE,FALSE,None,TRUE,FALSE,FALSE,TRUE,FALSE
https://www.fox26houston.com/news/swastika-graffiti-found-in-front-of-a-spring-middle-school,2/8/2017,Spring,TX,Local News,graffiti,,,"Trump-4-Life, H-Town, Trump,",,no,paint,middle school,K-12,storage building,http://static.lakana.com/media.fox26houston.com/photo/2017/02/08/Swastika_graffiti_found_in_front_of_a_Sp_0_2730472_ver1.0_640_360.jpg,,,FALSE,,Incident was discovered in the morning and covered by the afternoon.,,school administration,clean up/cover up,"school administration
clean up/cover up",,,"
",,,"
",,,"
",1,Graffiti,graffiti,clean up/cover up,clean up/cover up,,TRUE,FALSE,no involvement,FALSE,FALSE,TRUE,school administration,FALSE,FALSE,None,FALSE,FALSE,FALSE,FALSE,TRUE
https://www.tapinto.net/towns/westfield/articles/hate-symbol-found-at-a-westfield-elementary-schoo,2/8/2017,Westfield,NJ,Local News,hate-symbol,,,,,no,ink,elementary school,K-12,bathroom,,,,FALSE,,"The school’s principal, Eileen Cambria, sent a letter to parents (shared with TAPinto Westfield by the district), in which she said that there was a “disturbing graffiti symbol scratched on a small section of a panel in the first floor boys’ restroom.” The letter does not say what that symbol was. “We immediately covered it and today it was removed,” she wrote. “We are trying to learn who did this, as it is most unusual here at Franklin or in a school with children this age. I wanted you to be aware of this and know that we take this very seriously. This morning I held a meeting with teachers to make them aware of the incident and to recommend that they talk to their students. These conversations will look and sound different at different grade levels, as they should be age-appropriate. The simple part of the message is that we have respect for our school, school property, one another and ourselves and we do not deface school property. The more difficult part of the conversation centers on how words, symbols and attitudes can be hurtful and offensive, whether they are done thoughtlessly or intentionally.",,school administration,letters/statements,"school administration
letters/statements",school administration,clean up/cover up,"school administration
clean up/cover up",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",,,"
",3,Symbol,hate-symbol,"letters/statements, clean up/cover up, policy/committee/system creation","school administration, school administration, school administration",,FALSE,FALSE,no involvement,FALSE,TRUE,TRUE,school administration,FALSE,FALSE,None,TRUE,FALSE,FALSE,TRUE,TRUE
http://lewisboro.dailyvoice.com/schools/another-swastika-is-found-at-john-jay-high-school/699334/,2/8/2017,Lewisboro,NY,Local News,vandalism,,,,concentration camp,no,unidentified,high school,K-12,bathroom,,,,FALSE,,"Dear KLSD Community, A short while ago, Dr. Siciliano, John Jay High School Principal, informed the high school community that yet another swastika was discovered today on school property. We are confident that this swastika was recently created. Students alerted administration to the presence of the symbol in a library bathroom. For further detail, I have attached the notice sent by Dr. Siciliano. In my January 24th letter to the community, in which I provided information about how the school district is responding to the repeated instances of swastikas on school property, I said that I would soon provide an opportunity for dialogue. I am now extending that invitation to any and all members of our community who would like to join us in discussion. On Thursday, February 16th at 7:30 pm, we will provide a forum in the John Jay High School cafeteria. While there are steps that schools take to help students understand the meaning and impact of their actions, the work of inspiring empathy and combating hatred is work for a collective, connected community. My intention for our meeting on the 16th is to provide a space for dialogue, for the sharing of concerns and hopes, and for thinking together about moving forward. I hope this will be an opportunity for us to consider the many ways we inspire respect, empathy, and compassion, and I hope you will consider joining us. Sincerely, Andrew Selesnick February 8, 2017 Dear JJHS Community, With a deep sense of sadness, I must report another incident of a swastika at JJHS. This morning, students alerted administration to a swastika in a library bathroom. Once again, the police were notified immediately and have commenced their investigation. Once again, we must condemn the appearance of this hateful symbol in our school and continue the work that has already begun. A number of students have already exercised real leadership by planning events and programs to respond positively to prior incidents of antisemitic-graffiti on campus and in the community. These plans include inviting Mrs. Judith Altmann, who is a Holocaust survivor, to speak to all of us later this month. We are also in contact with the Anti-Defamation League about possible programming for the future. Later today, Mr. Selesnick will be sending a letter to the entire community, inviting all to an open forum next Thursday, February 16th. When similar events happen in succession, we must consider the possibility that the root cause may be a misplaced need for attention and weigh our response accordingly. While certain responses are predictable (calling the police, condemning the act), other responses will vary. Please know that we are giving considerable thought and attention as to the best path forward for all our students. We continue to ask for the assistance and support of the student body and community. We are extremely grateful that students came to us immediately today. If anyone else has information related to this most recent act, please contact an administrator or the Lewisboro Police immediately. Be assured that we will continue working with our students, community, and police to help put a stop to these most disturbing acts. Thank you for your continued cooperation and assistance. Sincerely, Steven T. Siciliano, Ed.D.",third incident since December (all are logged),school administration,letters/statements,"school administration
letters/statements",school administration,policy/committee/system creation,"school administration
policy/committee/system creation",school administration,gathering/protest/vigil/demonstration,"school administration
gathering/protest/vigil/demonstration",police/sheriff,other,"police/sheriff
other",4,Vandalism,vandalism,"letters/statements, policy/committee/system creation, gathering/protest/vigil/demonstration, other","school administration, school administration, school administration, police/sheriff",,FALSE,TRUE,other,FALSE,TRUE,FALSE,None,FALSE,TRUE,police/sheriff,TRUE,TRUE,FALSE,TRUE,TRUE
https://www.nydailynews.com/new-york/nyc-crime/swastikas-drawn-snow-cars-jewish-brooklyn-neighborhood-article-1.2968651,2/9/2017,Brooklyn,NY,Local News,antisemitic symbols,,,,,no,snow,automobile,private property,automobile,https://www.nydailynews.com/resizer/pehMUzO7gmswlryKvuHxZ87LQC4=/800x450/top/arc-anglerfish-arc2-prod-tronc.s3.amazonaws.com/public/2AY2C75JUGJUASRCEG2OCJB5OQ.jpg,Jewish Community,,FALSE,,,heavily populated Jewish neighborhood,,,"
",,,"
",,,"
",,,"
",0,Symbol,other,,,Jewish Community,FALSE,FALSE,no involvement,FALSE,FALSE,FALSE,None,FALSE,FALSE,None,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.timesofisrael.com/minnesota-student-arrested-for-drawing-swastika/,2/9/2017,Mineappolis,MN,International News,antisemitic graffiti,,,Nazis Rule,concentration camp,yes,ink,student housing,college,interior door,https://pbs.twimg.com/media/C4QKhydVYAA9pYL?format=jpg&name=medium,Jewish Community,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://dailygazette.com/article/2017/02/10/schenectady-police-investigate-swastika-vandalism,2/10/2017,Schenectady,NY,Local News,vandalism,,,,,no,paint,private property,private property,exterior urban wall,https://dailygazette.com/sites/default/files/styles/article_image/public/king-swastika.jpg?itok=maA3Urwx,Jewish Community,,FALSE,,police involvement,"Andrew King, target, is a conservative and a ""Trump fan."" King wears his yarmulke when he is in and out of his home.",police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Vandalism,vandalism,other,other,Jewish Community,FALSE,TRUE,other,FALSE,FALSE,FALSE,None,FALSE,TRUE,police/sheriff,FALSE,FALSE,FALSE,FALSE,TRUE
http://www.vcstar.com/story/news/2017/02/15/police-investigate-antisemitic-material-found-oak-park/97957174/,2/11/2017,Oak Park,CA,Local News,antisemitic-incident,,,Tod-fur-die-Juden,,No,ink,private property,private property,"front door, vehicles, mailboxes",http://jewishjournal.com/wp-content/uploads/2017/02/com-swastikas-cap.jpg,Jewish Community,,FALSE,,Police investigation and request for help from the community to identify individuals.,"Spree: private propertys, cars, and a Chabad House; with ""derogatory remarks"" such as Death for the Jews writen in correctly spelled German and the words ""Jewish People"" with a circle around it and a slash through it was on one paper.",police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Incident,antisemitic-incident,other,other,Jewish Community,FALSE,TRUE,other,FALSE,FALSE,FALSE,None,FALSE,TRUE,police/sheriff,FALSE,FALSE,FALSE,FALSE,TRUE
https://www.stanforddaily.com/2017/02/15/police-blotter-feb-7-feb-14/,2/12/2017,Palo Alto,CA,Student Newspaper,none,,,"KKK, N*****",,no,condensation,street,college,automobile,,Black American Community,,FALSE,,,,,,"
",,,"
",,,"
",,,"
",0,Other,none,,,Black American Community,FALSE,FALSE,no involvement,FALSE,FALSE,FALSE,None,FALSE,FALSE,None,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.miamiherald.com/news/state/florida/article132357654.html,2/12/2017,Boca Raton,FL,Local News,vandalism,,,,,no,paint,private property,private property,automobile,http://www.miamiherald.com/news/state/florida/t7nsxe/picture132357649/alternates/FREE_1140/C4fp82zXAAA5zln,Jewish Community,,FALSE,,Palm Beach County Sheriff's Office launched an investigation,"Car driven by teenager, who is visiting Israel with his father. Predominantly Jewish community",police/sheriff,other,"police/sheriff
other",,,"
",,,"
",,,"
",1,Vandalism,vandalism,other,other,Jewish Community,FALSE,TRUE,other,FALSE,FALSE,FALSE,None,FALSE,TRUE,police/sheriff,FALSE,FALSE,FALSE,FALSE,TRUE
